OBS,HOUSEHOLDID,LASTPURCHASE,PRIVATE,SUNSHINE,KEEBLER,NABISCO,PRICEPRIVATE,PRICESUNSHINE,PRICEKEEBLER,PRICENABISCO,DISPLPRIVATE,DISPLSUNSHINE,DISPLKEEBLER,DISPLNABISCO,FEATPRIVATE,FEATSUNSHINE,FEATKEEBLER,FEATNABISCO,FEATDISPLPRIVATE,FEATDISPLSUNSHIN,FEATDISPLKEEBLER,FEATDISPLNABISCO
1507,62,0,1,0,0,0,0.889999986,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1508,62,0,1,0,0,0,0.689999998,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1509,62,0,1,0,0,0,0.689999998,1.089999914,1.209999919,1.190000057,1,0,0,0,0,0,0,1,0,0,0,0
1510,62,0,1,0,0,0,0.689999998,1.089999914,1.209999919,1.190000057,1,0,0,0,0,0,0,1,0,0,0,0
1511,62,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0
1512,62,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0
1513,62,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0
1514,62,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0
1515,62,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1516,62,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1517,62,0,1,0,0,0,0.889999986,0.789999962,1.190000057,1.289999962,1,1,0,0,0,0,0,0,0,0,0,0
1518,62,0,1,0,0,0,0.889999986,1.089999914,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1519,62,0,1,0,0,0,0.889999986,1.089999914,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1520,62,0,1,0,0,0,0.889999986,1.089999914,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1521,62,0,1,0,0,0,0.889999986,1.089999914,1.190000057,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
1522,62,0,1,0,0,0,0.889999986,1.089999914,1.209999919,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1523,62,0,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,0,0,1,0,0,0,0,0,1,0,0
1524,62,0,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,0,0,1,0,0,0,0,0,1,0,0
1525,62,0,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,1,0,1,0,0,0,0,0,0,0,0
1526,62,0,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,1,0,1,0,0,0,0,0,0,0,0
1527,62,0,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,1,0,1,0,0,0,0,0,0,0,0
1528,62,0,1,0,0,0,0.889999986,1.089999914,1.209999919,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1529,62,0,1,0,0,0,0.889999986,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
1530,62,0,1,0,0,0,1.149999976,1.089999914,1.089999914,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1531,62,0,1,0,0,0,1.149999976,0.980000019,1.129999995,1.109999895,0,0,0,0,0,0,0,0,0,0,0,0
1532,62,0,1,0,0,0,1.149999976,1.089999914,1.129999995,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1533,62,0,1,0,0,0,1.149999976,1.089999914,1.199999928,1.190000057,0,0,0,1,0,0,0,0,0,0,0,0
1534,62,0,1,0,0,0,1.149999976,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
1535,62,0,1,0,0,0,0.99000001,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1536,62,0,1,0,0,0,0.99000001,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1537,62,0,1,0,0,0,0.99000001,0.889999986,1.209999919,0.99000001,0,0,0,0,0,1,0,0,0,0,0,0
1538,62,0,1,0,0,0,0.99000001,0.889999986,1.209999919,0.99000001,0,0,0,0,0,1,0,0,0,0,0,0
1539,62,0,1,0,0,0,0.99000001,0.889999986,1.209999919,0.99000001,0,0,0,0,0,0,0,1,0,0,0,0
1540,62,0,1,0,0,0,0.99000001,0.889999986,1.209999919,0.99000001,0,1,0,0,0,0,0,0,0,0,0,0
1541,62,0,1,0,0,0,1.149999976,1.089999914,1.149999976,1.289999962,0,1,1,1,0,0,0,0,0,0,0,0
1542,62,0,1,0,0,0,1.149999976,1.089999914,1.139999986,1.289999962,0,1,1,1,0,0,0,0,0,0,0,0
1543,62,0,1,0,0,0,1.149999976,1.089999914,1.039999962,1.289999962,0,0,1,0,0,0,0,0,0,0,0,0
1544,62,0,1,0,0,0,0.99000001,1.089999914,1.25,0.99000001,0,0,1,0,0,0,0,0,0,0,0,0
1545,62,0,1,0,0,0,0.99000001,1.089999914,1.25,0.99000001,0,0,1,0,0,0,0,0,0,0,0,0
1546,62,0,1,0,0,0,0.99000001,0.949999988,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1547,62,0,1,0,0,0,0.99000001,0.949999988,1.209999919,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1548,62,0,0,0,0,1,0.74000001,0.949999988,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1549,62,0,1,0,0,0,0.889999986,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1550,62,0,1,0,0,0,0.889999986,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1551,62,0,1,0,0,0,0.789999962,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1552,62,0,1,0,0,0,0.789999962,0.949999988,1.039999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1553,62,0,1,0,0,0,0.789999962,0.949999988,1.039999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1554,62,1,1,0,0,0,1.149999976,1.289999962,1.039999962,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1555,63,0,0,0,0,1,0.529999912,0.889999986,0.889999986,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1556,63,0,0,0,0,1,0.609999955,0.889999986,0.889999986,0.99000001,0,0,0,1,0,0,0,0,0,0,1,0
1557,63,0,0,0,0,1,0.529999912,0.889999986,0.99000001,0.889999986,0,0,1,0,0,0,0,0,1,0,0,0
1558,63,0,0,0,0,1,0.529999912,0.970000029,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1559,63,0,0,0,0,1,0.609999955,0.970000029,0.99000001,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1560,63,0,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1561,63,0,0,0,0,1,0.609999955,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1562,63,0,0,0,0,1,0.609999955,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1563,63,0,0,0,0,1,0.609999955,0.970000029,1.289999962,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1564,63,0,0,0,0,1,0.609999955,1.049999952,1.190000057,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1565,63,0,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1566,63,0,0,0,0,1,0.609999955,1.049999952,0.99000001,1.25,1,0,0,1,0,0,0,0,0,0,1,0
1567,63,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1568,63,1,0,0,0,1,0.609999955,1.049999952,1.289999962,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
1569,64,0,0,0,0,1,0.529999912,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1570,64,0,1,0,0,0,0.689999998,0.889999986,0.99000001,1.00999999,0,0,0,1,0,0,0,0,0,0,0,0
1571,64,0,0,0,0,1,0.609999955,0.889999986,0.99000001,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1572,64,0,0,0,0,1,0.609999955,0.889999986,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1573,64,0,0,0,0,1,0.609999955,0.689999998,1.089999914,0.889999986,0,1,0,0,0,0,0,0,0,0,0,1
1574,64,0,0,1,0,0,0.529999912,0.889999986,1.039999962,0.99000001,0,1,0,0,0,0,0,0,1,0,0,0
1575,64,0,0,0,0,1,0.529999912,0.889999986,1.089999914,0.889999986,0,1,0,0,1,0,0,0,0,0,0,0
1576,64,0,0,1,0,0,0.609999955,0.889999986,1.089999914,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
1577,64,0,0,0,0,1,0.759999931,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1578,64,0,0,0,0,1,0.609999955,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1579,64,0,0,0,0,1,0.609999955,0.789999962,1.149999976,0.99000001,0,0,0,0,0,0,0,1,0,0,0,0
1580,64,0,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1581,64,0,0,0,0,1,0.609999955,0.970000029,1.149999976,1.190000057,0,0,0,1,0,0,0,0,0,0,0,0
1582,64,0,0,0,0,1,0.609999955,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1583,64,0,0,0,0,1,0.609999955,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1584,64,0,0,0,0,1,0.609999955,0.970000029,0.99000001,1.25,0,0,0,0,0,0,0,0,0,0,1,0
1585,64,0,0,0,0,1,0.529999912,1.029999971,1.089999914,1.089999914,0,0,1,1,0,0,0,0,1,0,0,0
1586,64,0,0,0,0,1,0.609999955,1.049999952,1.289999962,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1587,64,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1588,64,0,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1589,64,1,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1590,65,0,0,0,0,1,0.5,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1591,65,0,0,0,0,1,0.649999976,0.889999986,0.889999986,1.049999952,0,0,1,0,0,0,0,0,0,0,0,0
1592,65,0,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
1593,65,0,0,0,0,1,0.649999976,0.789999962,1.049999952,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
1594,65,0,0,0,0,1,0.599999964,0.889999986,0.99000001,1.149999976,0,1,1,0,0,0,0,0,0,0,0,0
1595,65,0,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
1596,65,0,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1597,65,0,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1598,65,0,0,0,0,1,0.599999964,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1599,65,0,0,0,0,1,0.599999964,0.970000029,1.149999976,1.089999914,1,0,0,0,0,0,0,0,0,0,0,0
1600,65,0,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
1601,65,0,0,0,0,1,0.599999964,0.970000029,0.99000001,0.899999976,0,0,0,0,0,0,0,0,0,0,1,0
1602,65,0,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,1,0,0,0,0,0,0,0,0,0
1603,65,0,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1604,65,0,0,0,0,1,0.589999914,1.049999952,1.289999962,0.789999962,0,0,0,1,0,0,0,0,0,0,0,0
1605,65,1,0,0,0,1,0.649999976,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1606,66,0,0,0,1,0,0.589999914,0.680000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1607,66,0,0,0,1,0,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1608,66,0,0,0,1,0,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1609,66,0,0,0,1,0,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1610,66,0,0,0,1,0,0.579999924,0.930000007,0.980000019,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1611,66,0,0,0,1,0,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,1,0,0,0,0,0,0,0,0
1612,66,0,0,0,1,0,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,1,0,0,0,0,0,0,0,0
1613,66,0,0,0,1,0,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
1614,66,0,0,0,1,0,0.579999924,0.930000007,1.089999914,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
1615,66,0,0,0,1,0,0.579999924,0.930000007,1.089999914,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
1616,66,0,0,0,1,0,0.579999924,0.930000007,1.089999914,0.980000019,0,0,0,1,0,0,0,0,0,0,0,0
1617,66,0,0,0,1,0,0.579999924,0.879999995,1.089999914,1.049999952,0,1,0,0,0,0,0,0,0,0,0,0
1618,66,0,0,0,1,0,0.579999924,0.779999912,1.089999914,1.049999952,0,0,0,0,0,0,0,0,0,1,0,0
1619,66,0,0,0,1,0,0.579999924,0.879999995,0.980000019,1.079999924,0,1,0,0,0,0,0,0,0,0,0,0
1620,66,0,0,0,1,0,0.579999924,0.879999995,0.980000019,1.029999971,0,1,0,1,0,0,0,0,0,0,0,0
1621,66,0,0,0,0,1,0.579999924,0.879999995,0.980000019,1.079999924,0,1,0,0,0,0,0,0,0,0,0,0
1622,66,0,0,0,1,0,0.579999924,0.879999995,1.190000057,1.079999924,0,0,0,1,0,0,0,0,0,0,0,0
1623,66,0,0,0,0,1,0.819999933,1.089999914,1.25,0.589999914,0,0,1,0,0,0,0,0,0,0,0,0
1624,66,0,0,0,0,1,0.819999933,0.949999988,1.25,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1625,66,0,0,0,1,0,0.579999924,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
1626,66,1,0,0,1,0,0.379999995,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0,1,0,0,0
1627,67,0,0,0,1,0,0.529999912,0.889999986,0.889999986,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1628,67,0,0,0,1,0,0.529999912,0.889999986,0.99000001,0.889999986,0,0,1,1,0,0,0,0,1,0,0,0
1629,67,0,0,0,0,1,0.609999955,0.889999986,0.99000001,0.889999986,0,0,1,1,0,0,0,0,0,0,0,0
1630,67,0,0,1,0,0,0.609999955,0.889999986,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1631,67,0,0,0,0,1,0.609999955,0.689999998,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,1
1632,67,0,0,0,1,0,0.609999955,0.889999986,0.99000001,0.99000001,0,1,0,0,0,0,0,0,0,0,0,0
1633,67,0,0,0,1,0,0.609999955,0.889999986,0.99000001,0.99000001,0,1,0,0,0,0,0,0,0,0,0,0
1634,67,0,0,1,0,0,0.529999912,0.889999986,1.089999914,0.889999986,0,1,0,0,1,0,0,0,0,0,0,0
1635,67,0,0,0,1,0,0.789999962,0.889999986,1.25,1.00999999,0,0,0,0,0,0,0,0,0,0,0,0
1636,67,0,0,0,1,0,0.609999955,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1637,67,0,0,0,1,0,0.609999955,0.970000029,1.089999914,1.190000057,0,0,0,0,0,0,1,0,0,0,0,0
1638,67,0,0,0,0,1,0.579999924,0.930000007,0.99000001,0.980000019,0,0,1,0,0,0,0,0,0,0,0,0
1639,67,0,0,0,1,0,0.609999955,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1640,67,0,0,0,1,0,0.609999955,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1641,67,0,0,0,0,1,0.649999976,0.779999912,1.349999905,1.089999914,1,0,0,1,0,0,0,0,0,0,0,0
1642,67,0,0,0,1,0,0.609999955,0.970000029,0.99000001,1.25,0,0,1,0,0,0,0,0,0,0,0,0
1643,67,0,0,1,0,0,0.759999931,0.789999962,1.349999905,1.149999976,0,1,0,0,0,0,0,0,0,0,0,1
1644,67,0,0,0,0,1,0.609999955,0.970000029,1.289999962,0.74000001,0,0,0,1,0,0,0,0,0,0,0,0
1645,67,0,0,0,0,1,0.730000019,1.089999914,1.190000057,0.689999998,0,0,0,0,0,0,0,1,0,0,0,0
1646,67,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
1647,67,1,0,0,1,0,0.579999924,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
1648,68,0,0,1,0,0,0.689999998,0.789999962,0.99000001,0.949999988,0,0,0,0,0,0,0,0,0,0,0,0
1649,68,0,0,0,0,1,0.529999912,0.889999986,0.99000001,0.889999986,0,1,0,1,0,0,0,0,1,0,0,0
1650,68,0,0,0,1,0,0.529999912,0.889999986,0.889999986,0.99000001,0,0,0,1,0,0,0,0,1,0,1,0
1651,68,0,0,0,1,0,0.689999998,0.889999986,0.99000001,1.129999995,0,0,1,0,0,0,0,0,0,0,0,0
1652,68,0,0,0,0,1,0.609999955,0.889999986,0.99000001,0.889999986,0,0,1,1,0,0,0,0,0,0,0,0
1653,68,0,0,0,0,1,0.609999955,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
1654,68,0,0,1,0,0,0.609999955,0.889999986,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1655,68,0,0,0,0,1,0.609999955,0.689999998,1.089999914,0.889999986,0,0,0,1,0,1,0,0,0,0,0,0
1656,68,0,0,0,0,1,0.609999955,0.689999998,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,1
1657,68,0,0,0,0,1,0.619999945,0.889999986,1.039999962,0.889999986,0,1,0,0,0,0,0,1,0,0,0,0
1658,68,0,0,0,0,1,0.609999955,0.889999986,1.089999914,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
1659,68,0,0,1,0,0,0.529999912,0.889999986,1.089999914,1.190000057,0,0,0,1,1,0,0,0,0,0,0,0
1660,68,0,0,1,0,0,0.609999955,0.689999998,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,1,0,0
1661,68,0,0,0,0,1,0.609999955,0.789999962,1.149999976,0.99000001,0,0,1,0,0,0,0,0,0,0,0,0
1662,68,0,0,0,0,1,0.609999955,0.789999962,1.149999976,0.99000001,0,0,0,0,0,0,0,1,0,0,0,0
1663,68,0,0,0,1,0,0.609999955,0.970000029,1.089999914,1.190000057,0,0,0,0,0,0,1,0,0,0,0,0
1664,68,0,0,1,0,0,0.609999955,0.789999962,0.99000001,1.190000057,0,0,0,0,0,1,1,0,0,0,0,0
1665,68,0,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1666,68,0,0,1,0,0,0.609999955,0.970000029,1.149999976,1.190000057,0,0,0,1,0,0,0,0,0,0,0,0
1667,68,0,0,1,0,0,0.609999955,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1668,68,0,0,1,0,0,0.609999955,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
1669,68,0,0,0,1,0,0.609999955,0.970000029,0.99000001,1.25,0,0,1,0,0,0,0,0,0,0,0,0
1670,68,0,0,0,1,0,0.609999955,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0,0,0,0,0
1671,68,0,0,1,0,0,0.609999955,0.970000029,1.289999962,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
1672,68,0,0,1,0,0,0.609999955,0.970000029,1.289999962,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1673,68,0,0,1,0,0,0.529999912,1.089999914,1.089999914,1.089999914,0,0,1,1,0,0,0,0,1,0,0,0
1674,68,0,0,0,0,1,0.609999955,1.029999971,1.289999962,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1675,68,0,0,1,0,0,0.609999955,1.089999914,1.289999962,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1676,68,0,0,1,0,0,0.609999955,1.089999914,1.289999962,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1677,68,0,0,0,0,1,0.859999955,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1678,68,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
1679,68,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
1680,68,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1681,68,0,0,1,0,0,0.959999979,0.889999986,1.089999914,1.289999962,0,0,0,1,0,0,0,0,0,0,1,0
1682,68,0,0,1,0,0,0.609999955,1.049999952,1.190000057,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1683,68,0,0,0,0,1,0.819999933,0.949999988,1.25,0.789999962,0,0,0,0,0,0,0,0,0,0,0,0
1684,68,0,0,1,0,0,0.789999962,0.949999988,1.190000057,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
1685,68,0,0,1,0,0,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1686,68,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
1687,68,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1688,68,1,0,1,0,0,0.609999955,1.049999952,1.289999962,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
1689,69,0,0,0,0,1,0.709999979,0.99000001,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1690,69,0,0,0,0,1,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1691,69,0,0,0,0,1,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1692,69,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1693,69,0,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,1,0,0,0,0,0,0,0,0,0,0
1694,69,0,0,1,0,0,0.779999912,0.589999914,1.089999914,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
1695,69,0,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1696,69,0,0,0,0,1,0.779999912,0.789999962,1.049999952,1.089999914,0,1,0,0,0,0,0,0,0,0,0,0
1697,69,0,0,0,0,1,0.639999986,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1698,69,0,0,0,0,1,0.639999986,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1699,69,0,0,0,0,1,0.779999912,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1700,69,0,0,0,0,1,0.779999912,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1701,69,0,0,0,0,1,0.709999979,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1702,69,0,0,0,0,1,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,1,0,0,0,0,0,0,0,0
1703,69,0,0,1,0,0,0.779999912,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1704,69,0,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1705,69,0,0,0,0,1,0.639999986,1.089999914,1.209999919,1.190000057,1,0,0,0,0,0,0,1,0,0,0,0
1706,69,0,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0
1707,69,0,0,0,0,1,0.779999912,0.789999962,1.190000057,1.289999962,1,1,0,0,0,0,0,0,0,0,0,0
1708,69,0,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
1709,69,0,0,0,0,1,0.779999912,0.789999962,1.209999919,1.089999914,0,1,0,1,0,0,0,0,0,0,0,0
1710,69,0,0,0,0,1,0.649999976,0.970000029,1.169999957,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1711,69,0,0,0,0,1,0.839999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1712,69,0,0,0,0,1,0.819999933,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1713,69,0,0,0,0,1,0.649999976,1.049999952,0.99000001,0.74000001,0,0,0,0,0,0,0,0,0,0,0,0
1714,69,0,0,0,0,1,0.720000029,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1715,69,0,1,0,0,0,0.379999995,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0,1,0,0,0
1716,69,1,0,0,0,1,0.959999979,1.289999962,1.039999962,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1717,70,0,0,0,1,0,0.709999979,0.980000019,0.879999995,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1718,70,0,0,1,0,0,0.680000007,0.980000019,0.879999995,1.059999824,0,1,0,0,0,0,0,0,0,0,0,0
1719,70,0,0,1,0,0,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1720,70,0,0,0,1,0,0.779999912,0.789999962,1.049999952,1.089999914,0,1,0,0,0,0,0,0,0,0,0,0
1721,70,0,0,0,1,0,0.639999986,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1722,70,0,0,0,1,0,0.639999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1723,70,0,0,0,1,0,0.709999979,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1724,70,0,0,0,1,0,0.680000007,1.089999914,1.049999952,0.949999988,0,0,0,0,0,0,0,1,0,0,0,0
1725,70,0,0,0,1,0,0.779999912,0.889999986,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
